Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"May 18th, 2018",b'Koch Brothers Fund Advertisements Praising Democrats on Immigration',"David and Charles Koch, the libertarian billionaire brothers who are known for their substantial donations to conservative causes, are funding political ads through their LIBRE Initiative that thank several Democrats for their work to find a permanent solution to DACA.",The Hill,Center ,b'Koch brothers fund political ads praising Dems on immigration',http://thehill.com/latino/388106-koch-brothers-fund-political-ads-praising-dems-on-immigration
"April 30th, 2018",b'Central American Caravan Migrants Seek Asylum at Border',"When a group of nearly 200 migrants from Central America reached the U.S. border crossing here Sunday, U.S. Customs and Border Protection said the crossing was full and couldn’t process asylum seekers.",CNN (Web News),Left ,b'Migrants who traveled with caravan vow to wait at border until they are granted asylum',https://www.cnn.com/2018/04/29/americas/migrant-caravan-us-border-crossing/index.html
"April 30th, 2018",b'Central American Caravan Migrants Seek Asylum at Border',"When a group of nearly 200 migrants from Central America reached the U.S. border crossing here Sunday, U.S. Customs and Border Protection said the crossing was full and couldn’t process asylum seekers.",Wall Street Journal - News,Center ,b'Central American Caravan Migrants Seek Asylum at U.S.-Mexico Border',https://www.wsj.com/articles/central-american-caravan-migrants-to-seek-asylum-at-u-s-mexico-border-1524999600
"April 30th, 2018",b'Central American Caravan Migrants Seek Asylum at Border',"When a group of nearly 200 migrants from Central America reached the U.S. border crossing here Sunday, U.S. Customs and Border Protection said the crossing was full and couldn’t process asylum seekers.",Daily Mail,Right ,"b'No room at border crossing for Central American asylum seekers, says US'",http://www.dailymail.co.uk/wires/pa/article-5673447/No-room-border-crossing-Central-American-asylum-seekers-says-US.html
"April 25th, 2018",b'Federal Judge Orders President Trump to Resume DACA',"A federal judge ordered that the U.S. must resume the Deferred Action for Childhood Arrivals (DACA), but that the Trump administration has 90 days to provide a more compelling reason for why it was rescinded.",Fox News (Online),Right ,b'Judge gives Trump administration 90 days to explain move to end DACA',http://www.foxnews.com/politics/2018/04/24/judge-gives-trump-administration-90-days-to-explain-move-to-end-daca.html
"April 25th, 2018",b'Federal Judge Orders President Trump to Resume DACA',"A federal judge ordered that the U.S. must resume the Deferred Action for Childhood Arrivals (DACA), but that the Trump administration has 90 days to provide a more compelling reason for why it was rescinded.",HuffPost,Left ,b'Another Federal Judge Rules Against Trump\xe2\x80\x99s Order To Cancel DACA',https://www.huffingtonpost.com/entry/judge-rules-against-canceling-daca_us_5adfd19ce4b07560f3967230
"April 25th, 2018",b'Federal Judge Orders President Trump to Resume DACA',"A federal judge ordered that the U.S. must resume the Deferred Action for Childhood Arrivals (DACA), but that the Trump administration has 90 days to provide a more compelling reason for why it was rescinded.",Wall Street Journal - News,Center ,b'Judge Rules Trump Administration Must Continue DACA Program',https://www.wsj.com/articles/judge-rules-trump-administration-must-continue-daca-program-1524624398
"April 7th, 2018",b'Trump Memo Orders End to Catch and Release Policy',President Trump issued a memorandum on Friday directing his administration to bring an end to the “catch and release” policy in which illegal immigrants are released from detention while awaiting a court hearing on their status.,New York Times (Online News),Left ,b'Trump Signs Memo Ordering End to \xe2\x80\x98Catch and Release\xe2\x80\x99 Immigration Policy',https://www.nytimes.com/2018/04/06/us/politics/trump-immigration-policy.html
"April 7th, 2018",b'Trump Memo Orders End to Catch and Release Policy',President Trump issued a memorandum on Friday directing his administration to bring an end to the “catch and release” policy in which illegal immigrants are released from detention while awaiting a court hearing on their status.,Reuters,Center ,"b""Trump signs memo ending 'catch and release' immigration policy""",https://www.reuters.com/article/us-usa-immigration-trump-memo/trump-signs-memo-ending-catch-and-release-immigration-policy-idUSKCN1HD31Q
"April 7th, 2018",b'Trump Memo Orders End to Catch and Release Policy',President Trump issued a memorandum on Friday directing his administration to bring an end to the “catch and release” policy in which illegal immigrants are released from detention while awaiting a court hearing on their status.,Washington Times,Right ,b'Trump signs memo vowing end to \xe2\x80\x98catch-and-release\xe2\x80\x99 of illegal immigrants',https://www.washingtontimes.com/news/2018/apr/6/trump-signs-memo-vowing-end-to-catch-and-release-o/
"April 3rd, 2018",b'Trump Says He Will Deploy Military to Guard Border Until Wall Is Built',"President Trump announced he would deploy U.S. military forces to the southern border to curb illegal immigration until a wall can be built, calling the move ""a big step.""",Fox News (Online),Right ,"b""'A BIG STEP': Trump says military will guard the US/Mexico border until wall can be built""",http://www.foxnews.com/politics/2018/04/03/trump-says-military-will-secure-southern-border-until-wall-can-be-built.html
"April 3rd, 2018",b'Trump Says He Will Deploy Military to Guard Border Until Wall Is Built',"President Trump announced he would deploy U.S. military forces to the southern border to curb illegal immigration until a wall can be built, calling the move ""a big step.""",Reuters,Center ,b'Trump: deploy military at U.S.-Mexico border until wall built',https://www.reuters.com/article/us-usa-immigration-trump/trump-deploy-military-at-u-s-mexico-border-until-wall-built-idUSKCN1HA1KP
"April 3rd, 2018",b'Trump Says He Will Deploy Military to Guard Border Until Wall Is Built',"President Trump announced he would deploy U.S. military forces to the southern border to curb illegal immigration until a wall can be built, calling the move ""a big step.""",Vox,Left ,"b'Trump\xe2\x80\x99s call to guard \xe2\x80\x9cour border with our military,\xe2\x80\x9d explained'",https://www.vox.com/2018/4/3/17193490/trump-wall-border-military-explained
"April 2nd, 2018",b'Trump Presses Mexico to Stop Immigrant Caravans',"President Trump early Monday pressed Mexico to stop immigrant “caravans” trying to reach the United States. He claims that “caravans” of migrants from Central America are threatening to enter the US via Mexico and demanding: “Act now Congress, our country is being stolen!”",Townhall,Right ,"b'Caravan of 1,000 Illegal Aliens Forces Trump to Talk Tougher With Mexico'",https://townhall.com/tipsheet/timothymeads/2018/04/01/caravan-of-1000-illegal-aliens-forces-trump-to-talk-tougher-with-mexico-n2466766
"April 2nd, 2018",b'Trump Presses Mexico to Stop Immigrant Caravans',"President Trump early Monday pressed Mexico to stop immigrant “caravans” trying to reach the United States. He claims that “caravans” of migrants from Central America are threatening to enter the US via Mexico and demanding: “Act now Congress, our country is being stolen!”",The Guardian,Left ,"b""Trump claims 'caravans' of migrants in Mexico mean US 'is being stolen'""",https://www.theguardian.com/us-news/2018/apr/02/trump-caravans-migrants-immigration-daca
"April 2nd, 2018",b'Trump Presses Mexico to Stop Immigrant Caravans',"President Trump early Monday pressed Mexico to stop immigrant “caravans” trying to reach the United States. He claims that “caravans” of migrants from Central America are threatening to enter the US via Mexico and demanding: “Act now Congress, our country is being stolen!”",The Hill,Center ,"b""Trump: Mexico must stop immigrant 'caravans'""",http://thehill.com/homenews/administration/381214-trump-mexico-must-stop-caravans-at-the-border
"March 9th, 2018",b'Sessions Sues California Over Sanctuary City Policies',"Jeff Sessions is suing California over its sanctuary city policies that protect illegal immigrants from deportation, sparking a debate on if local authorities should enforce federal law over state law. He took particular issue with Oakland Mayor Libby Schaaf, who recently tipped off an immigrant community about an impending ICE raid.",New York Times (Online News),Left ,b'Sessions Targets California Immigrants Using a Ruling That Protected Them',https://www.nytimes.com/2018/03/07/us/politics/jeff-sessions-california-lawsuit.html
"March 9th, 2018",b'Sessions Sues California Over Sanctuary City Policies',"Jeff Sessions is suing California over its sanctuary city policies that protect illegal immigrants from deportation, sparking a debate on if local authorities should enforce federal law over state law. He took particular issue with Oakland Mayor Libby Schaaf, who recently tipped off an immigrant community about an impending ICE raid.",Reuters,Center ,"b""U.S. Justice Department sues California over 'sanctuary' policies""",https://www.reuters.com/article/us-usa-justice-immigration/u-s-justice-department-sues-california-over-sanctuary-policies-idUSKCN1GJ07T
"March 9th, 2018",b'Sessions Sues California Over Sanctuary City Policies',"Jeff Sessions is suing California over its sanctuary city policies that protect illegal immigrants from deportation, sparking a debate on if local authorities should enforce federal law over state law. He took particular issue with Oakland Mayor Libby Schaaf, who recently tipped off an immigrant community about an impending ICE raid.",Washington Times,Right ,b'Sessions likens California sanctuary laws to slave-state nullification',https://www.washingtontimes.com/news/2018/mar/7/sessions-calif-sanctuary-slave-state-nullification/
"February 14th, 2018",b'Federal Judge Blocks President Trump from Ending DACA',A second federal judge blocked President Trump from ending DACA and ruled that the administration must continue to accept renewal applications from Dreamers.,Reuters,Center ,b'Second U.S. judge blocks Trump administration from ending DACA program',https://www.reuters.com/article/us-usa-immigration-ruling/second-u-s-judge-blocks-trump-administration-from-ending-daca-program-idUSKCN1FX2TJ
"February 14th, 2018",b'Federal Judge Blocks President Trump from Ending DACA',A second federal judge blocked President Trump from ending DACA and ruled that the administration must continue to accept renewal applications from Dreamers.,HuffPost,Left ,b'Second Judge Blocks Trump Decision To End Deportation Relief For Dreamers',https://www.huffingtonpost.com/entry/daca-dreamers-second-judge-injunction_us_5a8366a4e4b02b66c51301c5
"February 14th, 2018",b'Federal Judge Blocks President Trump from Ending DACA',A second federal judge blocked President Trump from ending DACA and ruled that the administration must continue to accept renewal applications from Dreamers.,Washington Free Beacon,Right ,b'Federal Judge Temporarily Blocks Trump Efforts to End DACA Program',http://freebeacon.com/issues/federal-judge-temporarily-blocks-trump-efforts-to-end-daca-program/
"February 5th, 2018",b'Senators to Introduce Bipartisan Immigration Bill',"Republican Sen. John McCain and Democratic Sen. Chris Coons will introduce a bipartisan immigration bill that will grant legal status to ""Dreamers"" but will not provide funding for a border wall. President Trump tweeted on Monday that any bill without wall funding is a ""total waste of time.""",Newsweek,Left ,"b""Bipartisan Bill to Protect Dreamers Doesn't Secure Funding for Border Wall""",http://www.newsweek.com/sens-mccain-and-coon-unveil-bipartisan-bill-protect-dreamers-799654
"February 5th, 2018",b'Senators to Introduce Bipartisan Immigration Bill',"Republican Sen. John McCain and Democratic Sen. Chris Coons will introduce a bipartisan immigration bill that will grant legal status to ""Dreamers"" but will not provide funding for a border wall. President Trump tweeted on Monday that any bill without wall funding is a ""total waste of time.""",PBS NewsHour,Center ,"b'2 senators offer bipartisan bill protecting young immigrants, but Trump quickly rejects it'",https://www.pbs.org/newshour/politics/2-senators-offer-new-bipartisan-bill-protecting-young-immigrants
"February 5th, 2018",b'Senators to Introduce Bipartisan Immigration Bill',"Republican Sen. John McCain and Democratic Sen. Chris Coons will introduce a bipartisan immigration bill that will grant legal status to ""Dreamers"" but will not provide funding for a border wall. President Trump tweeted on Monday that any bill without wall funding is a ""total waste of time.""",Washington Examiner,Right ,"b'John McCain, Chris Coons to introduce bipartisan DACA citizenship bill to break immigration logjam: Report'",http://www.washingtonexaminer.com/john-mccain-chris-coons-to-introduce-bipartisan-daca-citizenship-bill-to-break-immigration-logjam-report/article/2648079
"February 2nd, 2018",b'Illegal Immigration and Crime Rates',"With the immigration debate coming to a head, several Right-leaning outlets are referencing a new report that claims that illegal immigrants commit crimes at twice the rate of native-born U.S. citizens, while many Left-leaning and libertarian outlets argue the numbers are taken out of context to prove a political point.",Washington Examiner,Right ,"b'Report: DACA-age illegals far more likely to commit crimes, be in jail'",http://www.washingtonexaminer.com/report-daca-age-illegals-far-more-likely-to-commit-crimes-be-in-jail/article/2645776
"February 2nd, 2018",b'Illegal Immigration and Crime Rates',"With the immigration debate coming to a head, several Right-leaning outlets are referencing a new report that claims that illegal immigrants commit crimes at twice the rate of native-born U.S. citizens, while many Left-leaning and libertarian outlets argue the numbers are taken out of context to prove a political point.",Reason,Right ,b'Restrictionists Are Misleading You About Immigrant Crime Rates',http://reason.com/archives/2018/02/01/immigrants-and-crime
"February 2nd, 2018",b'Illegal Immigration and Crime Rates',"With the immigration debate coming to a head, several Right-leaning outlets are referencing a new report that claims that illegal immigrants commit crimes at twice the rate of native-born U.S. citizens, while many Left-leaning and libertarian outlets argue the numbers are taken out of context to prove a political point.",Washington Post,Left ,b'Trump\xe2\x80\x99s claim that immigrants bring \xe2\x80\x98tremendous crime\xe2\x80\x99 is still wrong',https://www.washingtonpost.com/news/fact-checker/wp/2018/01/18/trumps-claim-that-immigrants-bring-tremendous-crime-is-still-wrong/
"January 26th, 2018",b'Trump Offers Dreamers a Path to Citizenship',President Trump is offering a path to citizenship for 1.8 million Dreamers but insists on measures that would curb some immigration programs and provide for a border wall.,Reuters,Center ,"b""Trump offers 'Dreamers' a path to citizenship, wants other immigration curbs""",https://www.reuters.com/article/us-usa-immigration/trump-offers-dreamers-a-path-to-citizenship-wants-other-immigration-curbs-idUSKBN1FE2QX
"January 26th, 2018",b'Trump Offers Dreamers a Path to Citizenship',President Trump is offering a path to citizenship for 1.8 million Dreamers but insists on measures that would curb some immigration programs and provide for a border wall.,Fox News (Online),Right ,b'Trump immigration proposal could provide path to citizenship for 1.8 million in US illegally',http://www.foxnews.com/politics/2018/01/25/trump-immigration-proposal-could-provide-path-to-citizenship-for-1-8-million-in-us-illegally.html
"January 26th, 2018",b'Trump Offers Dreamers a Path to Citizenship',President Trump is offering a path to citizenship for 1.8 million Dreamers but insists on measures that would curb some immigration programs and provide for a border wall.,New York Times (Online News),Left ,b'Trump Immigration Plan Demands Tough Concessions From Democrats',https://www.nytimes.com/2018/01/25/us/politics/trump-immigration-plan-white-house.html
"January 24th, 2018",b'Offer to Fund Border Wall Withdrawn',"After Senator Schumer rescinds an offer to fund the border wall, President Trump responds that there will be no DACA deal.",Time Magazine,Left ,"b""'Off the Table.' Chuck Schumer Has Rescinded His Offer to Fund Trump's Border Wall""",http://time.com/5116033/chuck-schumer-donald-trump-border-wall/
"January 24th, 2018",b'Offer to Fund Border Wall Withdrawn',"After Senator Schumer rescinds an offer to fund the border wall, President Trump responds that there will be no DACA deal.",Fox News (Online),Right ,"b""Trump fires back at Schumer: 'If there is no Wall, there is no DACA'""",http://www.foxnews.com/politics/2018/01/23/white-house-fires-back-at-schumers-phony-and-bogus-negotiations-after-wall-funding-offer-withdrawn.html
"January 24th, 2018",b'Offer to Fund Border Wall Withdrawn',"After Senator Schumer rescinds an offer to fund the border wall, President Trump responds that there will be no DACA deal.",Reuters,Center ,"b""Democrats withdraw offer to fund Trump's border wall""",https://www.reuters.com/article/us-usa-immigration/democrats-withdraw-offer-to-fund-trumps-border-wall-idUSKBN1FC236
"January 18th, 2018",b'Trump Says Vision of Border Wall Has Never Changed',"President Trump says that his vision of a border wall has never changed or evolved, pushing back on comments by his chief of staff.",New York Times (Online News),Left ,b'Trump Denies Changing His Position on Border Wall',https://www.nytimes.com/2018/01/18/us/politics/trump-kelly-border-wall.html
"January 18th, 2018",b'Trump Says Vision of Border Wall Has Never Changed',"President Trump says that his vision of a border wall has never changed or evolved, pushing back on comments by his chief of staff.",The Hill,Center ,"b""Trump: Vision of border wall 'has never changed or evolved\xe2\x80\x99""",http://thehill.com/homenews/administration/369484-trump-the-wall-has-never-changed-or-evolved
"January 18th, 2018",b'Trump Says Vision of Border Wall Has Never Changed',"President Trump says that his vision of a border wall has never changed or evolved, pushing back on comments by his chief of staff.",Breitbart News,Right ,"b'Donald Trump Corrects John Kelly: \xe2\x80\x98The Wall Is the Wall, It Has Never Changed or Evolved\xe2\x80\x99'",http://www.breitbart.com/big-government/2018/01/18/donald-trump-corrects-john-kelly-the-wall-is-the-wall-it-has-never-changed-or-evolved/
"January 14th, 2018",b'DACA Recipients Open to Apply for Renewal',The federal government announced it would start accepting renewal applications from DACA recipients after a judge ruled that President Trump did not have the proper legal authority to rescind parts of the Obama-era immigration program.,Townhall,Right ,"b""DACA Renewal Applications Resume After Judge's Ruling""",https://townhall.com/tipsheet/timothymeads/2018/01/14/daca-renewal-applications-resume-after-judges-ruling-n2434382
"January 14th, 2018",b'DACA Recipients Open to Apply for Renewal',The federal government announced it would start accepting renewal applications from DACA recipients after a judge ruled that President Trump did not have the proper legal authority to rescind parts of the Obama-era immigration program.,NPR Online News,Center ,"b'DACA Recipients Can Apply For Renewal, Government Says'",https://www.npr.org/sections/thetwo-way/2018/01/14/577949456/daca-recipients-can-apply-for-renewal-government-says
"January 14th, 2018",b'DACA Recipients Open to Apply for Renewal',The federal government announced it would start accepting renewal applications from DACA recipients after a judge ruled that President Trump did not have the proper legal authority to rescind parts of the Obama-era immigration program.,New York Times (Online News),Left ,"b'DACA Participants Can Again Apply for Renewal, Immigration Agency Says'",https://www.nytimes.com/2018/01/14/us/politics/daca-renewals-requests.html
"January 10th, 2018",b'Federal Judge Blocks Trump From Ending DACA',"A federal judge in San Francisco temporarily blocked the Trump Administration from ending DACA, saying that the decision to rescind was based on a flawed legal premise.",Townhall,Right ,b'Federal Judge Blocks Trump From Ending DACA',https://townhall.com/tipsheet/leahbarkoukis/2018/01/10/judge-blocks-trump-move-to-end-daca-n2432477
"January 10th, 2018",b'Federal Judge Blocks Trump From Ending DACA',"A federal judge in San Francisco temporarily blocked the Trump Administration from ending DACA, saying that the decision to rescind was based on a flawed legal premise.",Daily Kos,Left ,b'The fine print in the major DACA decision is a doozy',https://www.dailykos.com/stories/2018/1/10/1731465/-The-fine-print-in-the-major-DACA-decision-is-a-doozy
"January 10th, 2018",b'Federal Judge Blocks Trump From Ending DACA',"A federal judge in San Francisco temporarily blocked the Trump Administration from ending DACA, saying that the decision to rescind was based on a flawed legal premise.",The Hill,Center ,b'Judge blocks Trump move to end DACA',http://thehill.com/homenews/administration/368246-judge-blocks-trump-admin-from-ending-daca-program
"December 23rd, 2017",b'Appeals Court Rules Against Travel Ban',"The 9th Circuit Court of Appeals ruled that President Trump's latest travel ban violates federal law by engaging in ""nationality discrimination"". The ruling will not go into effect until the Supreme Court hears the case.",Washington Examiner,Right ,"b'9th Circuit court rules against third Trump travel ban, no immediate effect'",http://www.washingtonexaminer.com/9th-circuit-court-rules-against-third-trump-travel-ban-no-immediate-effect/article/2644276
"December 23rd, 2017",b'Appeals Court Rules Against Travel Ban',"The 9th Circuit Court of Appeals ruled that President Trump's latest travel ban violates federal law by engaging in ""nationality discrimination"". The ruling will not go into effect until the Supreme Court hears the case.",Los Angeles Times,Left ,"b""9th Circuit says Trump's third travel ban is illegal""",http://www.latimes.com/local/lanow/la-me-travel-trump-9th-circuit-20171222-story.html
"December 23rd, 2017",b'Appeals Court Rules Against Travel Ban',"The 9th Circuit Court of Appeals ruled that President Trump's latest travel ban violates federal law by engaging in ""nationality discrimination"". The ruling will not go into effect until the Supreme Court hears the case.",The Week - News,Center ,"b""Trump doesn't have authority to issue a travel ban, appeals court rules""",http://theweek.com/speedreads/745140/trump-doesnt-have-authority-issue-travel-ban-appeals-court-rules
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",The Hill,Center ,b'ICE approves plan to separate families at border: report',http://thehill.com/blogs/blog-briefing-room/366131-dhs-could-approve-policy-to-separate-families-at-border-report
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",Washington Examiner,Right ,b'Trump administration weighs policy that could split up families who enter US illegally',http://www.washingtonexaminer.com/trump-administration-weighs-policy-that-could-split-up-families-who-enter-us-illegally/article/2644235
"December 22nd, 2017",b'Trump Admin Considers New Immigration Plan',"The Trump administration is considering a new immigration plan that would separate children from their parents when families are caught trying to cross the border illegally. ICE has approved the program, but Homeland Security Secretary Kirstjen Nielsen has yet to approve it.",HuffPost,Left ,b'Trump Administration Considers Tearing Families Apart In New Immigration Crackdown',https://www.huffingtonpost.com/entry/trump-family-separation-immigration-crackdown_us_5a3cfc08e4b0b0e5a7a19c6d
